name,text
SM7_F12_H084, بات چیت شروع ہوئی تو سب سے زیادہ مخالفہ زبین
SM7_F13_H085, پی ٹی آئی میں نہیں ہے اور پی ٹی آئی میں تو بالکل
SM7_F14_H086, ایسا حسن میں نہیں ہے اور ویڈیو میں بھی نہیں ہے
SM7_F15_H087, تو وہ سب سے
SM7_F16_H088, تو ادھر میں نے پریزنٹیشن کی تو جب میں نے پریزنٹیشن کی
SM7_F17_H089, میری تنخواہ ماشاءاللہ بہت ساری تھی
SM7_F18_H090, جتنی میری ایز ایمن ہے
SM7_F19_H091, کافی سارے اور میری
SM7_F1_H073, اس کو تو بات سکتا ہے
SM7_F20_H092, جو پہلی دنخواہ تھی ایز ایم اے نے وہ اکتہ رہ دار روپے تھی
SM7_F21_H093, کافی پریشان ہوتے ہیں جو جاننے والے ہیں نا وہ کہتے ہیں
SM7_F22_H094, کہ بھائی اصد بڑا نراز ہو گیا تو میں نے پوچھا تھا کون پڑا ہے
SM7_F23_H095, بھائی میں اسلام
SM7_F24_H096, میرا فرض آنسن یہ تھا کہ میں اسلام آباد میں ہوں
SM7_F25_H097, تو وہ جتنے بھی لوگ کمرے میں بیٹھے تھے
SM7_F26_H098, میں نے نہیں کہا جتنے بھی لوگ کمرے میں دے دونے نے کہا یہ نہیں پاکستانی ہے
SM7_F27_H099, میں تو جس سے بھی ملتا ہوں وہ پی ٹی آئی کے سپورٹر ہوتے ہیں
SM7_F28_H0100, تو میں نے کہا آپ ملتی ہیں اسے جو پی ٹی آئی کے سپورٹر میں
SM7_F2_H074, سرٹیفیکٹ بھی نہیں ہوتے تھے اس دن سے بھی رہا ہے نام حسد عمر ہو گیا
SM7_F3_H075, یہاں پہ نائن زیرو میں ہماری میٹنگ
SM7_F4_H076, تھی میں اس کے پاکستان بزنس کانسل چیئرمن تھا ہمارا ڈیلیگیشن
SM7_F5_H077, سدار جن کا زبردست سینسو
SM7_F6_H078, مرے مارک ستار مجھے کہتے ہیں کہ اصد بھائی آپ
SM7_F7_H079, موسیقی
SM7_F8_H080, مارک بھائی میری بی بی کہتی ہے تمہاری باتوں سے مجھے لگتا تمہیں کس دن ایمپیو
SM7_F9_H081, میں نے پہلی جو میٹنگ ہوئی تو میں نے عمران کو بولا کہ
