name,english
F20N09,"However, in the East, which was the source of religions and the cradle of civilization, matters do not proceed in this manner."
F20N10,"Although many words have been spoken and books written to remedy this social ailment, the cure for the chronic illness of the East lies exclusively in education and upbringing."
F20N11,True education and training that includes both men and women and benefits all classes from the vast table of knowledge.
F20N12,
F20N13,Thank you.
F20N14,But true perfection is not this.
F20N15,"Often, humility and submission are replaced by arrogance and selfishness in those who, by the grace of the Creator, are placed on the path of knowledge."
F20N16,"Their self-adoration and obsession with the ego become maddeningly overwhelming, giving them a sense of perfection and superiority."
F20S01,Since there is no reason for it.
F20S02,"It is quite obvious, sir."
F20W01,How many do you have?
F20W02,What do you want to say?
F20W03,Is the request really for me to teach the First Lady of this country?
F20W04,Do they also teach?
F20W05,Flower?
F20W06,"Well, what is that?"
F21A01,You are the thief. Aren't you ashamed? I feel embarrassed for you. You are the thief who wants to take a woman by force in the night. My thief is a thousand times better than you.
F21A02,Did you forget that my father was a count?
F21A03,"Go, this is embarrassing."
F21A04,My father has spilled his blood for your cause.
F21A05,I am a girl from an honorable family.
F21A06,Please keep your passing jokes to yourself for the women around you.
F21A07,"I prefer to wander in uncertainty with Hernani, to endure hunger and thirst, to be homeless all year round, and to share in his life and destiny of misery, exile, imprisonment, and death. This is a thousand times sweeter and better for me than to live with an emperor, be an empress, and not love my husband."
F21A08,Why do you want to take a poor girl away from someone who has nothing else in the whole world except this girl's heart?
F21A09,How dare you say that? Have you perhaps decided to take away this woman's last hope as well?
F21A10,"You can't take him. Just a few moments ago, you denied knowing the child, denied being the father of that child."
F21A11,The southern steppe is destroyed.
F21A12,Just put a few rials in his hand to fill his stomach.
F21A13,I need to make an important decision.
F21A14,And you didn’t want to give him/her honesty?
F21A15,This was the revenge of fate.
F21A16,Why did you even put this photo here?
F21A17,"Now they'll hit you, I'll hit you."
F21A18,"I didn't order you, Ms. Blaise, I just said I think it would be better to attend to the tasks of the fifth and sixth floors."
F21A19,"I don't call it an order, but if you consider it that way, I can't stop you."
F21A20,No more.
F21A21,I don’t lie.
F21A22,Go outside.
F21A23,"Now, please go, I have work to do."
F21A24,I told him to get back to his work.
F21A25,I don’t intend to explain to you where I was.
F21A26,"Archam's matters are his own business, and my matters are my own."
F21A27,I was encouraging him to open a restaurant for himself.
F21A28,"I told you the truth, whereas I could have said something else, like that he lost his memory. But I told the truth, and you took advantage of it."
F21A29,"I am forced to submit my resignation to you for the second time, but this time I won't take it back."
F21A30,But you said I have no politics or insight. Now you say I lack creativity.
F21A31,Mrs. Kas did not tell me anything about the man.
F21A32,You don't even give a simple thank you for what I do.
F21A33,You brought me to the hotel while there was no one to guide me. You put me in charge while I had the least experience in this job.
F21A34,"And as far as Mr. Kazem is concerned, I managed it very well."
F21A35,Because he had asked me to marry him.
F21A36,These are not lies. That golden watch you gave to this woman is with me. This is the evidence that proves your crime.
F21A37,The one who wields the silent whip of justice and strikes it upon the sinners.
F21A38,You want to bring back her lost happiness and youth with money. How much money will you buy this woman's happy life for? A hundred tomans? A thousand tomans? Ten thousand tomans?
F21A39,You are his father.
F21A40,You didn't know that one day the angel of justice would grab your collar.
F21A41,This was God's revenge.
F21A42,Don't drop your head down.
F21A43,Karachi
F21A44,You could have made her the lady of this house.
F21A45,The truth is never hidden.
F21A46,"Plus, what should I reply to Mr. Remy, who assigned his order to me?"
F21A47,"""Each group be itself, whenever we go out with you, be quick."""
F21A48,I need your silence more than your respect.
F21A49,You were very out of line to say such a thing to them.
F21A50,"Since the situation that has arisen is an insult to me, I hereby order that the man who has come to take your place be removed from here, so those who brought him to me without consulting me understand the consequences of their actions."
F21A51,I always have to listen to the overseer. Get out. You chose a bad time to ask questions.
F21A52,"In all these incidents, there is an unusual situation that makes me angry."
F21A53,"If you said this to me, it wasn't because of friendship with me, but because you wanted to be mean."
F21A54,"I don't care that I learned about love and awareness. It was a love that could have always remained hidden from me, and I could have easily kept it at my service."
F21A55,"Killer Vasi, you are capable of anything. I don't want to see you ever again. Go, go."
F21A56,"The unfortunate one is your master, who has shown you so much kindness, and this is how you repaid his kindness."
F21A57,What do you want me to tell you? Should I make up a secret about myself and tell you? Huh?
F21F01,Emperor's steadfastness?
F21F02,Go see what happened to him.
F21H01,"How simple-minded I am, my dear father."
F21H02,You are kind.
F21H03,Slowly?
F21H04,Mr. Seri'a says that I have made a lot of progress.
F21H05,It was great news.
F21H06,"He, you saw that I remember, come."
F21H07,What do you see in him/her that I don't see?
F21H08,"Fold the letter, put it in an envelope, and write on it ""For Mr. Ken."""
F21H09,"The true and inner deity, ah yes, complete."
F21H10,"Yes, it's me."
F21H11,"Thank you, Mr. Poirot."
F21H12,"I can't, maybe they've found a more fundamental distraction."
F21H13,"Well, it seems like I better get up and prepare dinner."
F21N01,I have pure Isfahani blood.
F21N02,"But if you tell me what you said to him, I might be able to figure out the reason."
F21N03,You can show this photo to them.
F21N04,I came to the conclusion that your temperament is similar to mine.
F21N05,Didn't I tell you that you need to keep quiet about your situation?
F21N06,"I must say that I have changed my previous decision, Mr. Malfar."
F21N07,I came again to briefly attend to the matters of Mohses and the factory.
F21N08,I completely trust you.
F21N09,Everyone can make mistakes in their work.
F21N10,"But I agree that from now on, instead of serving me, you serve them."
F21N11,You mean that I'm used to giving orders.
F21N12,"And regarding the customers, they must comply with their opinions."
F21N13,I am the new librarian of this floor.
F21N14,"But from now on, you are at this gentleman's service, you will do his work and obey him. I am giving you to him."
F21N15,Because he wouldn't let the dentist fill his teeth.
F21N16,I will talk to him about that watch when I have time.
F21N17,"Did you regret this marriage, or on the contrary, did you become happy?"
F21N18,It's obvious that it won't be easy.
F21N19,"The story is detailed, ma'am."
F21N20,We'd better rest a little.
F21N21,I can't talk to anyone except you.
F21N22,My sister was Lady Sarhenry.
F21N23,The front of the shirt is here. This bowtie belongs to the back of your shirt.
F21N24,"Now you need to give me the address of that old woman's house? I'll go myself and get the clock from her. Of course, I won't argue with the old woman who has been kind to you. Instead, I'll give her money."
F21N25,"If you tell the truth, I love you and will help you."
F21S01,Are you coming or not?
F21S02,"Arnani, you tear my heart apart, you break me, you don't love me."
F21S03,"Just as I said, yes, I will die."
F21S04,A moment
F21S05,"I don't want to, my love."
F21S06,"I am a river, a stream."
F21S07,"He won't give up, Maria."
F21S08,His voice is not unlike yours.
F21S09,"Every day that passes, they become more hopeful about being alive."
F21S10,I haven't seen anyone who resembles me in this regard.
F21S11,"Just as Tadar trusted you, I trust you too."
F21S12,"Among the burnt and ashes-covered planes, the body of Theodor was not found."
F21S13,This person was with Theodore on that airplane that crashed and caught fire.
F21S14,Only one hope keeps my heart bright and alive.
F21S15,"Unfortunately, I am not in love with you."
F21S16,I take back my resignation.
F21S17,Did they take him from prison?
F21S18,"I knocked on every door, did everything I could, but no one was willing to help us."
F21S19,"I am ashamed, mother, I am ashamed because of that."
F21S20,I caused all this misery; it was me who brought those two together.
F21S21,"After what happened, after Homayoun saw those two together, I couldn't face him out of embarrassment."
F21S22,A God in this world where such ruthless and cold-hearted people exist.
F21S23,Another hand skillfully completed this task.
F21S24,"Oh, I got stuck in a bad situation."
F21S25,I was so tormented by those who deceived me that I was satisfied and happy to have an honest and upright agent.
F21S26,"I don't know, I don't know, honestly, how I can free myself from this situation."
F21S27,I hoped that he could forget me and marry Martan.
F21S28,"Go ahead, everyone has their share of suffering and sorrow."
F21S29,"Until this moment, I preferred to live alone. I was pessimistic about everything. I thought that in the hearts of all people, there was a dark and black heart, and none of them were trustworthy."
F21S30,There’s a tone in your voice that I can’t help but believe. It’s good that I realized my mistake.
F21S31,How motivational are we?
F21S32,"Poor Louche, I feel so sorry for you, Louche. You should know that sometimes the judicial truth is different from what we imagine."
F21S33,"How sorry I am for Brad. Poor Iran, instead of placing a bouquet of flowers on its grave, instead of mourning its death, you harbor resentment and hostility toward it."
F21S34,"I'm not crazy, nor am I making fun of you; I just feel sorry for your condition."
F21S35,It was only a year after the end of the war that you understood the truth?
F21S36,See the lines of suffering and misery on his young face.
F21S37,Can you try this?
F21S38,I'm sorry I missed the day because it was a very good ironing day.
F21S39,I've been thinking a lot about us these past few days.
F21S40,"I still have a grudge, believing that that night he was a human being."
F21S41,I intend to find the place where the airplane crashed and caught fire.
F21S42,I used to make more phone calls.
F21S43,The same person whose name is Bibi Khatun.
F21S44,Couldn't you marry one of your suitors and take your mother with you?
F21W01,The steering wheel with?
F21W02,Are you running away from me?
F21W03,What are you asking?
F21W04,"So, Hernani was rescued."
F21W05,Any bread?
F21W06,How did you come to name this girl Nargis?
F21W07,"I am Harry, sir."
F21W08,"By the way, no news from Marke today?"
F21W09,Forget it.
F21W10,Wasn't your mother there to stop him?
F21W11,How?
F21W12,"He doesn't understand at all, is he crazy or what?"
F21W13,Do they have?
F21W14,"Is it ""Ash-e Rigzan?"""
F21W15,Do you know that woman?
F21W16,Us? Did you say us?
F21W17,But where had he seen me before coming here?
F21W18,How come all of a sudden?
F21W19,"Aren’t you thinking about her? But she says that you love her, and before coming here, you saw her?"
F21W20,In front of him
F21W21,But you forgot that you are here.
F21W22,His/her love
F21W23,Martu?
F21W24,"Let me see, have you been working here for a long time?"
F21W25,"Tomorrow?"
F21W26,What do you want to tell me so late?
F21W27,"Ha, March, are you sure?"
F21W28,Is this statement true?
F21W29,Who is this woman standing next to Natale?
F21W30,Do you think it's foolish for a girl to fall in love with you?
F21W31,There must be a reason.
F21W32,And you took that watch and then gave it to that old woman.
F21W33,But I don't know how you managed to find this address?
F22A01,I told you that my answer is no.
F22A02,"I have no hatred for you, Mr. Hillyard."
F22A03,"If you want, you can call me a difficult artist or whatever you like. My answer is no, and it will always be no."
F22A04,I have no interest in this contract.
F22A05,"I am Mary Adamson, who I am, from the same upbringing and lineage."
F22A06,A great wealth that holds meaning for you before humanity?
F22A07,"Hey Michael Hilliard, the only son of the great Mr. Hilliard, are you happy now?"
F22A08,But why now? How did I become this interesting to you?
F22A09,Was your excellency's mission accomplished successfully?
F22F01,But your mother will never agree.
F22H01,"Yes, of course, we got it."
F22H02,Moba Fara
F22H03,"You spoil my heart, Beiter. It seems like you're truly an artist."
F22H04,It seems like you weren't expecting to see me.
F22N01,A role was my art from the past and old times.
F22N02,Because my life underwent a major transformation.
F22N03,I'm not a city girl.
F22N04,"Photography is my new job. Before that, I was a painter."
F22N05,Someone who separated my present self from my past.
F22N06,I was just busy in the darkroom for a few hours last night.
F22S01,Trigger
F22S02,God loves hard work.
F22S03,Forgot everything.
F22S04,Did you know that I was in love with Michael? He was my everything.
F22S05,"Maybe if we meet again, we'll realize there's nothing left between us."
F22S06,I have to give up on my dream.
F22S07,I came to terms with myself. He/she didn’t come after all.
F22S08,How can I go back to them? Considering that they... they're indifferent?
F22S09,You are not mischievous.
F22S10,He was supposed to decide for himself.
F22S11,I want to go on a trip for a few days.
F22S12,I will wander for a few days in the garden. Yesterday I also reserved a room.
F22S13,"But considering the sensitive age he/she is at, he/she doesn't have the strength or tolerance for this separation."
F22S14,Tomorrow morning I will go and bring it for you.
F22S15,This is not fair to Peter. He will break.
F22W01,"Oh my God, are you serious about this?"
F22W02,"What are you saying, Peter?"
F22W03,What has he/she done?
F23A01,People can't go around with knives threatening others and tearing their clothes.
F23A02,I can't calm down.
F23A03,I don't know anything about the wiring of this building.
F23A04,"So who am I to write, to think, to rewrite?"
F23A05,"It doesn't work anymore; otherwise, everyone would be a writer except those who are supposed to be writers."
F23A06,What an uninspiring and non-sunny morning this was!
F23A07,What kind of earthly disaster befell me?
F23A08,"Boss, for your mother's sake, leave us alone today?"
F23A09,"It means ""questioning."""
F23A10,I am seeking justice and pursuing my rights; I must claim what is mine.
F23A11,This is the home of an amateur vegetable cleaner.
F23A12,So should I sit behind the wheel?
F23A13,Was this your agreement?
F23A14,What does that even mean?
F23A15,"But if you would just let go of these false achievements for a moment, sit back, and let it be."
F23A16,Crazy? Is their child a sadist like them too?
F23A17,You must apologize. Not much. For those rude and completely impolite words and phrases.
F23A18,My sister also says you must definitely come.
F23A19,"Why didn't you go to get and eat Cochin? After all, a person shares with their friend."
F23A20,In what way are they getting off?
F23H01,Amir hits an iceberg; will Yasi get married?
F23H02,"If an aunt is supposed to come here right now to knit my patterns, she will come, and I will believe her and hug her."
F23H03,"I can't, I have a lot on my mind. I want to know who this aunt you're talking about is and what she looks like."
F23H04,He/She buys me a gift.
F23H05,God will make a way.
F23H06,"I kept wanting to tell you indirectly, but it's good that you mistakenly experienced death."
F23H07,"That's it, I was thinking the same thing."
F23N01,Let's go see what the boss says.
F23N02,More than half of the people in the world are afraid of heights.
F23N03,Some things have no solution.
F23N04,"I say we ourselves should inform everyone in some way—relatives, your colleagues, Morteza, the kids, and the teachers at your school."
F23N05,"Considering the circumstances, no."
F23N06,You mean an intensive reading schedule and vegetable cleaning?
F23N07,Both sides have mutual benefits.
F23N08,There was also a voice recorder.
F23N09,I was quickly agreeing on a strategic issue with the boss.
F23N10,They need me.
F23N11,But everything you did today was entirely contrary to this goal.
F23N12,Because a human being sometimes gets into conflict with themselves.
F23S01,I can't think straight when I see something like this.
F23S02,"Yasi, I didn't think I was this important to you."
F23S03,One of the characters sees.
F23S04,What should be done now? We shouldn't just sit idly by and let time pass.
F23W01,Cheap writer
F24A01,"From now on, I will do whatever I like."
F24A02,"This is the report of the same doctor who mined in Sydney. In fact, I got hold of this report."
F24A03,"You well know that I am sick because when I had my first heart attack, you were there."
F24A04,"And as far as everyone knows, you are not wealthy either."
F24A05,It's true that everyone looks at change. But I don't need sympathy because I'm not a needy person.
F24A06,"Mr. Smith, are you not exactly at the level of Byron's list of eligible gentlemen?"
F24A07,Because I love you.
F24A08,I am Missy Wright.
F24A09,"Your sympathies are of no use to me anymore, it's over."
F24A10,I won't spare even a piece of my love for these words.
F24A11,Who took a fair price for the farm products from Uncle Max Bell?
F24A12,No
F24A13,Has it been proven to you that Uncle Herbert really lost your money in this unsuccessful investment?
F24A14,Is he collaborating with them?
F24A15,Can you tell me what you're looking for in my closet?
F24A16,"Just look at what you did, you turned my entire life upside down."
F24A17,Write happiness.
F24A18,"No, I don’t sleepwalk. How come I haven’t gone all this time?"
F24A19,"No, I have other tasks."
F24A20,It's his hand that killed me.
F24A21,"A successful woman has no time to invest in leaving for you, unless I were like you too."
F24A22,Please don't come near me at all today because I absolutely don't feel like it.
F24A23,I don't know how you remain so optimistic. I want kids right now—what am I supposed to do in this situation with all this work?
F24A24,"I hate daydreaming, I hate it, I hate it, do you understand? Understand."
F24A25,"What are these, Goli Khanum? Let's go see what the problem in the department is."
F24A26,"This girl, if she can't see the article, will you answer the respected colleague?"
F24A27,"I don't know whether to answer you, the respected colleague, or these neighbors."
F24A28,"I am the woman manager of the building, not the lawyer or the minister of the building's electricity!"
F24A29,People are so irresponsible.
F24A30,"I'm saying the building's electricity has run into a problem, and I'm really busy. I'm the building manager, so I need to be home to sort things out and organize."
F24A31,Didn't you ask the year?
F24A32,This image is very interrogative.
F24A33,"Besides that, I believe you are heavily taking advantage of your position as a writer in this house."
F24A34,"So sit down, Paco."
F24A35,"Yes, you are not cooperative at all. You have no understanding of mutual relationships. Let me see, who's the boss here anyway?"
F24A36,Why has he/she been forced?
F24A37,"And for example, Sarcheen and the dam without Kolmon me."
F24A38,Who am I? A successful woman.
F24A39,"""I agree with you, you went under the ride."""
F24A40,What do I have to say to you? You don't understand my pain at all.
F24A41,"For example, I am confiding in you, ah."
F24A42,"No, I am very firm from every angle."
F24A43,My note yesterday was based on people's stories.
F24A44,"What's up? Instead of staring at me like a statue, see if you can write a story with this record of sandwich eating or not?"
F24A45,Did you forget that I opened a cash fund? Seven-million loans.
F24A46,"You could have told him, ""I'm listening here,"" and put your mind at ease."
F24A47,"It takes a lot of work and effort, which I don't have time for right now."
F24A48,"If you have criticism, tell me like a human. Should I call it amateurish? Amateurish criticism is not valid."
F24A49,"My dear, you write better than everyone, and all the others are merely amateurs."
F24A50,I'm really stuck on what to do with this.
F24A51,"If you hadn't interfered in my work, I wouldn't be a successful woman struggling in pain now."
F24A52,"Dear colleague, the story of the play has been miscommunicated. Does the woman die in an accident in the play? The reporter thought I was the one who dies. See how they challenge a person’s patience."
F24A53,No one should die in the Four Seasons unless you step over my dead body to do such a thing.
F24A54,"""They are"""
F24A55,He is an accomplice with them.
F24A56,I want you to not be.
F24A57,"Instead of properly writing the news of my death, don’t you show some respect? You write that he was one of the occasional artists of the radio, and you mention works like the theatrical series ""Four Seasons"" and ""Three Dots""?"
F24A58,Don't mess it up.
F24A59,"Because yesterday I was honored with an ungrateful, unfaithful husband who has also become the leading radio playwright."
F24A60,Pretend you don't notice.
F24A61,Did you say thank you or not?
F24A62,How much should the board hit your head?
F24A63,"""Can you take a look at my first draft?"""
F24A64,Is the pain located there now?
F24A65,Okay. You're on hold indefinitely until Amir returns from the North Pole; starting over from the beginning.
F24A66,One trouble is enough for today.
F24A67,"Why what? Why is my salary this much, or why is your salary that much? Which one?"
F24A68,"I'm in a bad place; here, you're just dealing with me and your laptop, but I'm constantly involved with the manager, respectful colleagues, and other people."
F24A69,Come and play Visa.
F24A70,Today's show topic is Junubari.
F24F01,"Yes, after all, there's a reason."
F24F02,You are yourself...
F24H01,Recess
F24H02,"If his heart condition does not worsen, he will not live more than six months to a year. Due to his family situation and inherent nature, I do not prescribe complete rest."
F24H03,"Sorry, please put on those glasses you hung around your neck."
F24H04,"Yes, you did, yes."
F24H05,"Welcome, please make yourself comfortable."
F24H06,Very happy and not too busy.
F24H07,Be sure that an apple pie battle never originates from a failed chef.
F24H08,One of the features of this apple that I bake is that whoever eats it forgets the half hour before eating it.
F24H09,"You make a change to outdo me, my gift to you."
F24H10,"Biotod, it's not possible to endure anymore."
F24H11,"Today, as Amir says, I'll attend the celebration with a few sarcastic remarks."
F24H12,Hassan tells Beh that today the nose of love's goat is really whistling.
F24H13,"Inshallah, may you live to be one hundred and twenty years instead of one hundred."
F24H14,"Oh, I must have been joking."
F24H15,"If he sees that you love doing this so much, he will cooperate again."
F24H16,My mind is on them.
F24H17,"Look, Shadi, I'm telling you this for your own good. One day, when you become a professional, because of these special services, my name and the morning of Charfasl Maleki will stay in your mind."
F24H18,Its source is a lie.
F24H19,But how come you're not here anymore?
F24H20,He was just explaining the reason when you arrived.
F24H21,"Well, let's eat Haleem."
F24H22,"Go on, man, you're so naive. You talk about a treaty as if it's the Treaty of Turkmenchay."
F24H23,"See if you said OK, won't it work?"
F24H24,Goli wrote a note for you.
F24H25,This way
F24H26,"I like it, you're scared, it's funny."
F24N01,"If you had another five cents left besides the remaining money Aunt Aurelia paid you for the table runners, what kind of Singer sewing machine would you buy for yourself?"
F24N02,"Will you marry me, Mr. Smith?"
F24N03,"Honestly, they came to announce the new management directive."
F24N04,"From this moment, due to the agreement of most neighbors, we are building a small house."
F24N05,I have no idea which cesspool exactly?
F24N06,Door knocker
F24N07,Thank you.
F24N08,"First, sauté this chicken breast and thigh, which have been previously cleaned and washed."
F24N09,The television might be very popular.
F24N10,"No, I'm sure a copy of it was here."
F24N11,Hiwa is coming here tomorrow.
F24N12,The writer must have four eyes and four ears.
F24N13,"Actually, he/she guided correctly."
F24N14,"When a person becomes depressed, nothing is better than a fresh start."
F24N15,"What should I cook for dinner, my dear?"
F24N16,"In this world, should a woman be a successful mother or a successful woman?"
F24S01,"So, does he really not have heart disease?"
F24S02,How is it possible for someone to die of nerve compression beside their beloved man?
F24S03,But I wish I had heart disease.
F24S04,"One day, like a light, I will become a blown-out candle. I don’t want to die in a nursing home. I want to die beside the man I love."
F24S05,I am a solitary individual who is alive.
F24S06,I really want to say no.
F24S07,"I can't, I'm very upset."
F24S08,I made a mistake for ten years.
F24S09,"He has only been friends with me for his own sake and benefit, not for God's sake."
F24S10,"Well, he/she has closed his/her room's door."
F24S11,"No, honestly, it's not always good. It would be a lie to say everything is perfect, especially these days when Amir is not here."
F24S12,"From now on, the steering wheel of life is in your hands."
F24S13,"Amir is here, the command is Amir is a man."
F24S14,You are like Omir.
F24S15,I can no longer be a successful person.
F24S16,A hope is a sword in your heart.
F24S17,You are dying.
F24S18,You go and think about yourself.
F24S19,The problem is too much.
F24S20,"Okay, now I’ll call them myself."
F24S21,"After this, I will become less successful."
F24W01,Fashion?
F24W02,Why not?
F24W03,How did this drawer get cracked?
F24W04,Your uncle was sleepwalking.
F24W05,"Oh, it has become hidden."
F24W06,"Recession? Me, recession?"
F24W07,"So, what exactly do you want to write about me?"
F24W08,Washing and cleaning
F24W09,Behind my back? What did they say?
F24W10,Yes
F24W11,"Things might seem like they've changed, but nothing is really happening?"
F24W12,"Oh, who am I?"
F24W13,Without ceremony?
F24W14,No
F24W15,I... I didn't know...
F24W16,"Oh, wow, what's it looking for?"
F24W17,Vara
F24W18,Do you even know what you're saying?
F24W19,"So, you have no problem with me?"
F24W20,Yes
F24W21,"Everyone, if..."
F24W22,Why are you looking at me?
F24W23,Himself?
F24W24,When?
F24W25,The patient is suffering from an advanced type of heart disease in the heart valves.
F25A01,"I don't know, they didn't tell me anything."
F25A02,"But in the end, you still didn't tell me which one of those people killed someone."
F25A03,It's none of your business.
F25A04,I don’t know them; I just know that Bill has never killed anyone.
F25A05,"That photo is from a year ago. After that, things ended between me and them."
F25A06,Are you saying these things to make me talk?
F25A07,"I don't know, they didn't tell me."
F25A08,"I don’t know, I’ve never been to his parties."
F25N01,He just said he would take them out of the city as soon as possible.
F25N02,"Why, why do we play?"
F25N03,Riders and trainers at all.
F26F01,I was surprised to hear the door open and footsteps entering the hallway. Then they went into the dining room.
F26F02,It's better for me not to touch anything.
F26N01,"I can't say he was surprised, but I'm sure he didn't know what Laeno's job was before coming here."
F26N02,You know that this week it's my husband's night shift duty.
F26N03,"I don't know if she was worried or if it was because of her cold. I insisted she rest, but she didn't agree."
F26N04,He said he will rest later.
F26N05,I told him that both of them looked Italian.
F26S01,"What should I do now? What if I never see him again? What will I do with myself? I blamed him so much. I said, you're always thinking about your work. You don't care about your wife at all."
F26S02,"I am very worried, Mr. Makre."
F26S03,"I'm sorry, Inspector, for speaking so openly with you like this, but you must admit that he has never been treated the way he truly deserves."
F27A01,"The text does not seem to be coherent Persian. It might include errors or be a combination of words that don't create a standard or meaningful Persian sentence. Therefore, a direct and accurate translation cannot be provided."
F27A02,"I love you in my own way, and you love me in your own way."
F27A03,"Because I know that if it weren’t for me, you wouldn’t hesitate for a moment to leave."
F27H01,"I swear, they adore your moon-like face."
F27N01,I wanted to choose a pen name for myself.
F28A01,"What do you mean by ""Iranچی ها رای بایفیل""?"
F28A02,Bay Filet is only useful for teaching animals like itself.
F28A03,"I'm sorry, just ignore this sentence of mine."
F28A04,Mr. Oscar has never allowed him to do such a thing.
F28A05,But this person is not only ignorant but also a liar.
F28A06,I have taught history here for thirty-five years. I was the spiritual mother of hundreds of sons and daughters in Ithaca.
F28A07,"I was never like this Byfield fool who thinks that because I got old, I’ve become senile."
F28A08,Bayefillet was lying even when he was my own student.
F28A09,I felt that Byfield had learned nothing except to flatter those he thought were superior to him and generally deceive them.
F28A10,"They hold some people back with flattery, sycophancy, scheming, and lies while advancing themselves."
F28A11,"""Two obstacles book is really interesting obstacle book."""
F28A12,But Byfield caused Hubert Akili to act against my orders.
F28A13,"These children may be poor and not noble, but that doesn’t mean they are not worthy."
F28A14,He gave it all to his second son with utmost impudence and audacity.
F28A15,"Instead of doing this, quickly go to Herbert's pottery shop."
F28A16,Do not make long and far-fetched wishes.
F28A17,His brain is damaged.
F28A18,"Messi has changed for a while. Lately, he's been acting in ways he's never acted in his entire life."
F28A19,You yourself know well what changes he/she has undergone.
F28A20,Now she has become so bold that she reads romance novels and goes to the forest alone to take a walk.
F28A21,Don't talk nonsense.
F28A22,You have to make a decision for him/her.
F28A23,"Nonsense, nonsense."
F28A24,"It’s four in the afternoon, but there’s still no news from this girl."
F28A25,His existence has become nothing but trouble.
F28A26,"Walking alone in the woods, even if nothing happens, is entirely problematic for a girl."
F28A27,Why are we leaving so soon?
F28H01,"Do you think if the lace that Missy has woven for my dress is a bit longer, it would look nicer?"
F28N01,"I didn't keep you for punishment, Homer."
F28N02,I keep the people I love and want to get close to.
F28N03,"Until you have your tea, Abdorreza asked me to give you something. If it's not too much trouble, please deliver it to him."
F28N04,I know you do outstanding things in your life.
F28S01,The child is also with Abdolreza in the hospital bed.
F28S02,"Shortness of breath, suffocation."
F28S03,Abdi said himself not to tell anyone; even the child said people have their own lives to deal with.
F28S04,What do I know?
F28S05,"When I went to visit Mamusin, I swore by the severed hands of Hazrat Abbas."
F28S06,The future of Messi is nothing more than my life.
F28S07,Life in this world is hard for Hubert.
F28S08,God give health.
F29H01,I prefer to eat bitter.
F29N01,"Mr. Arbotnat, where did you go and what did you do last night after the evening prayers?"
F29N02,What time did you return to Peter?
F29N03,"If Rafael's presence in Peter's room is proven, it still cannot be a reason to rule out his presence at the crime scene. This is because Rafael could have easily left quietly while Peter was lying sick and asleep, taken the church key, and then lured Karamat to the church by phone."
F29N04,When did Dr. Standard admit you to Saint Anselm?
F29N05,Was there a specific reason you kept coming to San Anselmo?
F29N06,When did you find out about the murder incident?
F29N07,Have you never attended St. Anselm's religious service?
F29N08,When was the last time you saw Yaqi Akramat?
F29N09,Did he/she go back to the hospital again?
F29N10,"During this time, did you never think about telling the truth to Rafail?"
F29W01,A segment of the groom's finger had been cut off.
F30A01,"If you bother me one more time, I'll hand you over to the police."
F30A02,The woman you’ve gone crazy for? I don’t even know you.
F30A03,"If you offer me all the wealth in the world, I wouldn't give up my child."
F30A04,Don't rise without God.
F30A05,I gave birth to this child. I took care of this child. I've been working hard for this child my whole life. No one has the right to take this child away from me.
F30A06,You don't need to fight so much over my innocent child.
F30A07,"The kid is mine, and no one has the right to say anything."
F30A08,"Again, I spend my whole life working hard, and I also raise the child."
F30F01,"Here you go, sir."
F30F02,You?
F30H01,Why have you shown so much kindness to my daughter that she will never forget it as long as she lives?
F30H02,Thank God that in this world I met a woman with so much kindness.
F30H03,"His condition is much better; can he walk little by little? Ah, thank God."
F30H04,"Yes, ma'am, of course you can. You have full authority. You are like her mother."
F30H05,"But from now on, I want to talk to you and call you. Your names need to be determined. How about one of you is named Python? And the other one Asin?"
F30N01,"Of course, it was possible."
F30N02,"One day, Dan saw her in the market."
F30N03,"Very well, I will do my best."
F30N04,"And in the area where you stayed, we have a very good public library."
F30N05,That's why it's hard for him/her.
F30N06,The Art Department just called from their room and said they want to see you today.
F30S01,I... I have nothing in this world except this child?
F30S02,How was I supposed to know that he had run away from home? How was I supposed to know that he had been hit by a car?
F30S03,I called the number you had given.
F30S04,"Oh ma'am, we had a story too. This was our fate; what can be done? God wanted it this way, that in my life I wouldn't even have a single day of happiness, that not even a sip of water would go down my throat easily."
F30S05,"For years, each of you has been mocking me in some way. Me and my innocent child. Before they were even born, you threw them out of your house."
F30S06,I wish my child were dead.
F30S07,"I don't want anything, nothing, just both of you leave me alone and let me and the child be."
F30S08,The same night you swore you loved me more than your own life and that you would stay by my side until the end of my life? The same night you promised to hold the biggest wedding celebrations for me?
F30S09,"I am a poor maid. But to this day, I have not begged from anyone."
F30S10,"If this thoughtless man makes my beloved child wander the streets and alleys, won't God hold him accountable?"
F30S11,"Mr. Amir Khan, you gave this gift to me, not to him."
F30S12,"Because I had a small child, fewer houses would accept me."
F30W01,I saw a man get out of his car and come towards the kindergarten.
F31A01,You don't need to play dumb anymore.
F31A02,"Tell me, is there such a bowl under this bowl?"
F31A03,Your offspring can also become yourself.
F31A04,"In the end, one day, I'll feel better than ever, even better than the first day."
F31A05,"This talk is lies, all of it is lies. Whoever said it was wrong."
F31A06,You must swear.
F31A07,"The louts and troublemakers are lying in wait at the crossroads, and as soon as they spot a young woman or girl, they make a move towards her."
F31A08,"Even if a girl is very virtuous, she still has a heart."
