name,english
09-P-1-5,5 then me proud and passionate.
09-P-1-6,"""Six domesticated loving bears?"""
09-P-2-1,A crazy horse in my garden!
09-P-2-2,Two brown-furred enigris!
09-P-2-3,Three blind signs by the lakeside.
09-P-2-4,Four old elephantine sows!
09-P-2-5,5 plus my pride is passionate.
09-P-2-6,Domesticated tape scissors!
09-S-1-1,"""A crazy horse in my garden?"""
09-S-1-2,Two-year-old black dog with brown fur?
09-S-1-3,"""Three blind signs by the lake?"""
09-S-1-4,Four old elephantine sows?
09-S-1-5,Five proud and passionate peppers.
09-S-1-6,Six domesticated magnet bears.
09-S-2-1,"""A crazy horse in my garden!"""
09-S-2-2,Two years embittered with brown fur!
09-S-2-3,Three blind signs by the lake?
09-S-2-4,"How it becomes full of holes, elephantine!"
09-S-2-5,Five proud and passionate pumas!
09-S-2-6,"""Six bears who love to domesticate!"""
09-T-1-1,A crazy horse in my garden.
09-T-1-2,Two years seared at a brown polish
09-T-1-3,Three blind swans by the lake.
09-T-1-4,"How old you are, you are elephantine!"
09-T-1-5,Five wells less proud and passionate.
09-T-1-6,These bears loved to domesticate.
09-T-2-1,"""A crazy horse in my garden!"""
09-T-2-2,"Two years that have no age, well..."
09-T-2-3,"""Three blind signs by the lake."""
09-T-2-4,Four old elephantine spoons!
09-T-2-5,5 proud and passionate Pumas.
09-T-2-6,Only six days domesticated.
10-C-1-1,A mad horse in my garden!
10-C-1-2,Two years embittered with brown fur.
10-C-1-3,Three blind swans by the lake.
10-C-1-4,Four old elephantine sows!
10-C-1-5,Five proud and passionate pumas!
10-C-1-6,These domesticated loving bears.
10-C-2-1,A crazy horse in my garden!
10-C-2-2,Two embittered ones with brown fur!
10-C-2-3,Three blind signs by the lake?
10-C-2-4,Four old elephantine sows!
10-C-2-5,Five proud and passionate siblings!
10-C-2-6,It's domesticated sourcing!
10-D-1-1,A crazy horse in my garden?
10-D-1-2,Two-year-old brown-furred donkey.
10-D-1-3,Three blind signs by the lake.
10-D-1-4,Four old elephantine sows.
10-D-1-5,Five proud and passionate pumas.
10-D-1-6,These loving domesticated bears.
10-D-2-1,A crazy horse in my garden!
10-D-2-2,Two years embittered with a brown coat!
10-D-2-3,Three blind signs by the lake.
10-D-2-4,Four old elephantine sows!
10-D-2-5,Five proud and passionate firemen!
10-D-2-6,These domesticated loving bears!
10-J-1-1,A crazy horse in my garden!
10-J-1-2,Two embittered years with a brown palate.
10-J-1-3,Three blind swans by the lake.
10-J-1-4,Four old elephantine sows
10-J-1-5,"5 pumas, proud and passionate!"
10-J-1-6,Six bears loving to domesticate.
10-J-2-1,A crazy horse in my garden!
10-J-2-2,Two years embittered with brown fur!
10-J-2-3,Three blind signs by the lake.
10-J-2-4,Four old elephantine sows!
10-J-2-5,Five proud and passionate fight enthusiasts!
10-J-2-6,"These loving, tamed bears!"
10-N-1-1,A crazy horse in my garden.
10-N-1-2,Two embittered donkeys with brown coats.
10-N-1-3,Three blind signs by the lake.
10-N-1-4,Four old elephantine sows
10-N-1-5,Five proud and passionate pumas.
10-N-1-6,These domesticated loving bears.
10-P-1-1,A crazy horse in my garden
10-P-1-2,Two embittered donkeys with brown fur?
10-P-1-3,Three blind signs by the lake!
10-P-1-4,Four old elephantine sows!
10-P-1-5,Five proud and passionate pumas!
10-P-1-6,These domestication-loving bears!
10-P-2-1,A crazy horse in my garden!
10-P-2-2,Two-year-old black dog with brown fur.
10-P-2-3,Three blind swans at the edge of the lake.
10-P-2-4,Four old sows and the pots!
10-P-2-5,Five proud and passionate pumice stones!
10-P-2-6,These loving tamed bears!
10-S-1-1,A crazy horse in my garden?
10-S-1-2,Two years embittered with brown fur.
10-S-1-3,Three blind signs by the lake?
10-S-1-4,Four old elephantine sows!
10-S-1-5,Simply proud and passionate!
10-S-1-6,6 tamed domestic bears
10-S-2-1,A crazy horse in my garden?
10-S-2-2,Two embittered years with brown fur.
10-S-2-3,"Three signs, blind, by the lake."
10-S-2-4,Four old elephantine sows!
10-S-2-5,5 proud and passionate Pumas!
10-S-2-6,"These loving, domesticated bears!"
10-T-1-1,A mad horse in my garden.
10-T-1-2,two-year-old brown-coated dog
10-T-1-3,Three blind signs by the lake?
10-T-1-4,"Four old sows, elephantine."
10-T-1-5,Five proud and passionate pumas.
10-T-1-6,"""It's fundamentally domesticated."""
10-T-2-1,A crazy horse in my garden!
10-T-2-2,Two years in a brown-furred switchgear.
10-T-2-3,Three blind signs by the lake.
10-T-2-4,Four old elephantine sows!
10-T-2-5,5 proud and passionate chili peppers.
10-T-2-6,These bears love to domesticate!
11-C-1-1,A crazy horse in my garden!
11-C-1-2,two-year-old brown-furred donkey
11-C-1-3,Three blind signs by the lake.
11-C-1-4,Four old elephantine sows.
11-C-1-5,5. Puma. Proud and passionate.
11-C-1-6,"""It's so domesticated!"""
11-C-2-1,A crazy horse in my garden!
11-C-2-2,Two gray years with brown fur
11-C-2-3,Three blind signs by the lake.
11-C-2-4,What old elephantine sows!
11-C-2-5,"5 Pumas, proud and passionate!"
11-C-2-6,It's fiercely domesticated!
11-D-1-1,A crazy horse in my garden!
11-D-1-2,Two slave traders with brown fur.
11-D-1-3,Three blind signs at the edge of the lake.
11-D-1-4,"What happens to him, elephantine?"
11-D-1-5,Five more proud and passionate.
11-D-1-6,These affectionate domesticated bears.
11-D-2-1,A crazy horse in my garden!
11-D-2-2,Two-year-old brown-coated donkey.
11-D-2-3,"Three signs, blind by the lake."
11-D-2-4,Four old elephantine sows.
11-D-2-5,Five proud and passionate peppers.
11-D-2-6,These bears love to domesticate.
11-J-1-1,A crazy horse in my garden!
11-J-1-2,Two gray years with brown fur.
11-J-1-3,Three blind swans at the edge of the lake.
11-J-1-4,Four old elephantine sows!
11-J-1-5,"Five pumas, proud and passionate!"
11-J-1-6,These bears love to domesticate!
11-J-2-1,A crazy horse in my garden!
11-J-2-2,Two gray years with brown fur
11-J-2-3,Three sing-a-goals by the lake!
11-J-2-4,Four old elephantine sows!
11-J-2-5,5 proud and passionate peppers!
11-J-2-6,"If the day is dead, tame it!"
11-N-1-1,A crazy horse in my garden.
11-N-1-2,Two gray years with brown fur.
11-N-1-3,Three blind signs by the lake.
11-N-1-4,Four old elephantine sows
11-N-1-5,5 proud and passionate pumas
11-N-1-6,Caesura loving itself domesticated
11-P-1-1,A crazy horse in my garden!
11-P-1-2,"Two gray years, with brown fur."
11-P-1-3,Three blind signs by the lake.
11-P-1-4,"Four old sows, elephantine!"
11-P-1-5,5. Puma Proud and passionate.
11-P-1-6,These domesticated bears and hands!
11-P-2-1,Ah! Ah! Crazy horse in my garden!
11-P-2-2,Two gray years with brown fur.
11-P-2-3,"""Three blind signs by the lake!"""
11-P-2-4,What a whimsical and fanciful good!
11-P-2-5,"""Dirty puma! Proud and passionate!"""
11-P-2-6,It's domestically sourced!
11-S-1-1,A crazy horse in my garden?
11-S-1-2,"""Gray troubles with brown fur?"""
11-S-1-3,Three blind signs by the lake.
11-S-1-4,Four elephantine old sows?
11-S-1-5,"5 pumas, proud and passionate."
11-S-1-6,It's fortunately domesticated!
11-S-2-1,A crazy horse in my garden?
11-S-2-2,"""Two slave traders with brown fur?"""
11-S-2-3,Three blind signs by the lake
11-S-2-4,Four old elephantine sows!
11-S-2-5,"5 Pumas, proud and passionate!"
11-S-2-6,"""It's unusually domesticated!"""
11-T-1-1,A crazy horse in my garden.
11-T-1-2,Two gray years with brown fur.
11-T-1-3,Three blind signs by the lake.
11-T-1-4,"Four old sows, elephantine."
11-T-1-5,"5 Pumas, proud and passionate."
11-T-1-6,six domesticated magnetic bears
11-T-2-1,A crazy horse in my garden.
11-T-2-2,Two gray years with brown fur.
11-T-2-3,Three blind signs by the lake.
11-T-2-4,"What an old sow, elephantine!"
11-T-2-5,"Five pubas, proud and passionate."
11-T-2-6,"These bears, Emma, tamed!"
12-C-1-1,A crazy horse in my garden.
12-C-1-2,Two donkeys with brown coats.
12-C-1-3,Three blind signs by the lake.
12-C-1-4,Four old elephantine sows!
12-C-1-5,Five proud and passionate pumas.
12-C-1-6,Six domesticated magnetic bears.
12-C-2-1,A crazy horse in my garden!
12-C-2-2,Two embittered donkeys with brown coats.
12-C-2-3,Three blind signs by the lake!
12-C-2-4,Four old elephantine sows!
12-C-2-5,Five proud and passionate pumas!
12-C-2-6,Six tame magnetic bears!
12-D-1-1,"""A crazy horse in my garden!"""
12-D-1-2,Two bitter donkeys with brown coats.
12-D-1-3,Three blind signs by the lake.
12-D-1-4,Four old elephantine sows!
12-D-1-5,Five proud and passionate pumas.
12-D-1-6,Six bears loving to domesticate.
12-D-2-1,A crazy horse in my garden!
12-D-2-2,Two bitter donkeys with brown coats!
12-D-2-3,Three blind signs by the lake!
12-D-2-4,Four old elephantine sows!
12-D-2-5,Five proud and passionate Pumas!
12-D-2-6,Six domesticated magnetic bears!
12-J-1-1,A crazy horse in my garden.
12-J-1-2,"""Two bitter donkeys with brown coats?"""
12-J-1-3,Three blind signs by the lake.
12-J-1-4,Four old elephantine sows.
12-J-1-5,Five proud and passionate pumas!
12-J-1-6,Six domesticated teddy bears.
12-J-2-1,A crazy horse in my garden!
12-J-2-2,Two bitter donkeys with brown coats!
12-J-2-3,Three blind signs by the lake!
12-J-2-4,Four old elephantine sows!
12-J-2-5,5 proud and passionate Pumas!
12-J-2-6,Six domesticated magnetic bears!
12-N-1-1,A mad horse in my garden.
12-N-1-2,Two embittered donkeys with brown coats.
12-N-1-3,Three blind swans by the lake.
12-N-1-4,Four old elephantine sows.
12-N-1-5,5. Proud and passionate puma.
12-N-1-6,Six tame loving bears.
12-P-1-1,A crazy horse in my garden?
12-P-1-2,Two bitter donkeys with brown fur?
12-P-1-3,Three blind signs by the lake.
12-P-1-4,Four old elephantine sows!
12-P-1-5,Five proud and passionate pumas!
12-P-1-6,Six domesticated magnetic bears!
12-P-2-1,A crazy horse in my garden!
12-P-2-2,Two irritable donkeys with brown coats.
12-P-2-3,Three blind signs by the lake!
12-P-2-4,Four old elephantine sows!
12-P-2-5,Five proud and passionate pumas!
12-P-2-6,"""Six tame, loving bears!"""
12-S-1-1,A crazy horse in my garden?
12-S-1-2,"""Two grumpy donkeys with brown coats?"""
12-S-1-3,Three blind signs by the lake?
12-S-1-4,Four old elephantine sows!
12-S-1-5,Five proud and passionate pumas?
12-S-1-6,"""Six domesticated magnetic bears?"""
12-S-2-1,"""A crazy horse in my garden?"""
12-S-2-2,"""Two embittered donkeys with brown coats?"""
12-S-2-3,Three blind signs by the lake?
12-S-2-4,Four old elephantine sows!
12-S-2-5,Five proud and passionate pumas!
12-S-2-6,Six domesticated magnetic bears!
12-T-1-1,A crazy horse in my garden.
12-T-1-2,two grumpy brown-furred donkeys
12-T-1-3,Three blind signs by the lake.
12-T-1-4,Four old elephantine sows.
12-T-1-5,five proud and passionate pumas
12-T-1-6,Six domesticated magnet bears.
12-T-2-1,A crazy horse in my garden.
12-T-2-2,Two grumpy donkeys with brown coats.
12-T-2-3,Three blind signs by the lake.
12-T-2-4,Four old elephantine sows!
12-T-2-5,Five proud and passionate pumas.
12-T-2-6,Six domesticated magnetic bears.
